,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Easwaran - Gandhi,Gandhi - Purohit,Purohit - Easwaran
74,7,3,"  One person in many thousands may seek perfection, yet of these only a few reach the goal and come to realize me. ",  Among thousands of men hardly one strives after perfection; among those  who strive hardly one knows Me in truth.   ," Among thousands of men scarcely one strives for perfection, and even amongst those who gain occult powers, perhaps but one knows me in truth. ",0.7215642929077148,0.9006280899047852,0.682839035987854
76,7,5," But beyond this I have another, higher nature, Arjuna; it supports the whole universe and is the source of life in all beings. ","  This is My lower aspect; but know you My other aspect, the higher—which  is Jiva (the Vital Essence) by which, O Arjuna, this world is sustained.   "," This is My inferior Nature; but distinct from this, O Valiant One, know you that my Superior Nature is the very Life which sustains the universe. ",0.6120470762252808,0.7829002141952515,0.5732665061950684
85,7,14," The three gunas make up my divine maya, difficult to overcome. But they cross over this maya who take refuge in me. ",  For this My divine delusive mystery made up of the three gunas is hard to  pierce; but those who make Me their sole refuge pierce the veil.   ," Verily, this Divine Illusion of Phenomenon manifesting itself in the Qualities is difficult to surmount. Only they who devote themselves to Me and to Me alone can accomplish it. ",0.786639928817749,0.7790358066558838,0.6223594546318054
93,7,22," Then, when faith is completely unified, one gains the object of devotion. In this way, every desire is fulfilled by me. ","  Possessed of that faith he seeks a propitiate that one, and obtains  there through his longings, dispensed in truth by none but Me.   "," If he worships one form alone with real faith, then shall his desires be fulfilled through that only; for thus have I ordained. ",0.6584632992744446,0.8523198962211609,0.6497223377227783
98,7,27," Delusion arises from the duality of attraction and aversion, Arjuna; every creature is deluded by these from birth. ","  All creatures in this universe are bewildered, O Arjuna, by virtue of the  delusion of the pairs of opposite sprung from likes and dislikes, O Arjuna.   "," O brave Arjuna! Man lives in a fairy world, deceived by the glamour of opposite sensations, infatuated by desire and aversion. ",0.8733438849449158,0.6184210181236267,0.6746684312820435
120,8,19, This multitude of beings is created and destroyed again and again in the succeeding days and nights of Brahma. ,"  This same multitude of creatures come to birth, O Arjuna, again and again;  they are dissolved at the coming of Night, whether they will or not; and at the  break of Day they are re-born.   "," The same multitude of beings, which have lived on earth so often, all are dissolved as the night of the universe approaches, to issue forth anew when morning breaks. Thus is it ordained. ",0.6371411085128784,0.8310391902923584,0.6610143780708313
124,8,23," There are two paths, Arjuna, which the soul may follow at the time of death. One leads to rebirth and the other to liberation. ","  Now I will tell you, Arjuna, the conditions which determine the  exemption from return, as also the return, of yogins after they pass away hence.   "," Now I will tell you, O Arjuna, of the times at which, if the mystics go forth, they do not return, and at which they go forth only to return. ",0.6181604266166687,0.636627197265625,0.6252562999725342
127,8,26,"  These two paths, the light and the dark, are said to be eternal, leading some to liberation and others to rebirth. ","  These two paths—bright and dark—are deemed to be the eternal paths of  the world; by the one a man goes to return not, by the other he returns again.   "," These bright and dark paths out of the world have always existed. Whoso takes the former, returns not; he who chooses the latter, returns. ",0.8350151777267456,0.8185000419616699,0.6363189816474915
128,8,27," Once you have known these two paths, Arjuna, you can never be deluded again. Attain this knowledge through perseverance in yoga. ","  The Yogin knowing these two paths falls not into delusion, O Arjuna;  therefore, at all times, O Arjuna, remain steadfast in yoga.   ", O Arjuna! The saint knowing these paths is not confused. Therefore meditate perpetually. ,0.7450162768363953,0.8528778553009033,0.6711945533752441
135,9,6, They move in me as the winds move in every direction in space. ,"  As the mighty wind, moving everywhere, is ever contained in ether, even so  know that all beings are contained in Me.   "," As the mighty wind, though moving everywhere, has no resting place but space, so have all these beings no home but Me. ",0.5225397348403931,0.500938355922699,0.3740184009075165
136,9,7,  At the end of the eon these creatures return to unmanifested matter; at the beginning of the next cycle I send them forth again. ,"  All beings, O Arjuna, merge into my prakriti, at the end of a kalpa, and I  send them forth again when a kalpa begins.   "," All beings, O Arjuna, return at the close of every cosmic cycle into the realm of Nature, which is a part of Me, and at the beginning of the next I send them forth again. ",0.5667219161987305,0.8202123641967773,0.6108590364456177
159,9,30,  Even sinners become holy when they take refuge in me alone. ,"  A sinner, howsoever great, if he turns to Me with undivided devotion, must  indeed be counted a saint; for he has a settled resolve.   "," Even the most sinful, if he worship Me with his whole heart, shall be considered righteous, for he is treading the right path. ",0.6671755909919739,0.8723071813583374,0.5948855876922607
161,9,32,"  All those who take refuge in me, whatever their birth, race, sex, or caste, will attain the supreme goal; this realization can be attained even by those whom society scorns. ","  For finding refuge in Me, even those who though are born of the womb of  sin, women, vaishyas, and shudras too, reach the supreme goal.   "," For even the children of sinful parents, and those miscalled the weaker sex, and merchants, and labourers, if only they will make Me their refuge, they shall attain the Highest. ",0.6912117600440979,0.7410949468612671,0.6634548902511597
168,10,5," nonviolence, charity, equanimity, contentment, and perseverance in spiritual disciplines  all the different qualities found in living creatures have their source in me. ","  Non-violence, even-mindedness, contentment, austerity, beneficence, good  and ill fame,—all these various attributes of creatures proceed verily from Me.   "," Harmlessness, equanimity, contentment, austerity, beneficence, fame and failure, all these, the characteristics of beings, spring from Me only. ",0.7348357439041138,0.8562562465667725,0.6676647663116455
174,10,11, Out of compassion I destroy the darkness of their ignorance. From within them I light the lamp of wisdom and dispel all darkness from their lives. ,"  Out of every compassion for them, I who dwell in their hearts, destroy the  darkness, born of ignorance, with the refulgent lamp of knowledge.  Arjuna Said:   "," By My grace, I live in their hearts; and I dispel the darkness of ignorance by the shining light of wisdom. ",0.8646363615989685,0.5534673929214478,0.6389930844306946
179,10,16,"  Tell me all your divine attributes, leaving nothing unsaid. Tell me of the glories with which you fill the cosmos. ","  Indeed You ought to tell me of all Your manifestations, without a  remainder, whereby You do pervade the worlds.   "," Please tell me all about Your glorious manifestations, by means of which You pervade the world. ",0.7021702527999878,0.6218658685684204,0.6537659168243408
185,10,22,"  Among scriptures I am the Sama Veda, and among the lesser gods I am Indra. Among the senses I am the mind, and in living beings I am consciousness. ",  Of the Vedas I am the Sama Veda; of the gods Indra; of the senses I am the  mind; of beings I am the consciousness.   ," Of the Vedas I am the Hymns, I am the Electric Force in the Powers of Nature; of the senses I am the Mind; and I am the Intelligence in all that lives. ",0.9056919813156128,0.6677483320236206,0.5950959920883179
203,10,40,"  But there is no end to my divine attributes, Arjuna; these I have mentioned are only a few. ",  there is no end to my divine manifestations; what extent of them I have told  you now is only by way of illustration.   , O Arjuna! The aspects of My divine life are endless. I have mentioned but a few by way of illustration. ,0.8281266689300537,0.6556468009948729,0.6517283320426941
204,10,41," Wherever you find strength, or beauty, or spiritual power, you may be sure that these have sprung from a spark of my essence. ","  Whatever is glorious, beautiful and mighty know you that all such has  issued from a fragment of My splendour.   "," Whatever is glorious, excellent, beautiful and mighty, be assured that it comes from a fragment of My splendour. ",0.6753858923912048,0.9143760204315186,0.6943832635879517
211,11,6," Behold the gods of the natural world, and many more wonders never revealed before. ","  Behold the Adityas, the Vasus, the Rudras, the two Ashwins, the Maruts;  behold, O Arjuna, numerous marvels never revealed before.   "," Behold you the Powers of Nature: fire, earth, wind and sky; the sun, the heavens, the moon, the stars; all forces of vitality and of healing; and the roving winds. See the myriad wonders revealed to none but you. ",0.7737147808074951,0.5566120147705078,0.6499326825141907
247,11,42," if it was disrespectful, forgive me for it, O Krishna. I did not know the greatness of your nature, unchanging and imperishable. ","  If ever I have been rude to You in jest, whilst at play, at rest-time, or at  meals, whilst alone or in company, O Krishna, forgive You my fault—I beg of  You, O Incomprehensible!   "," Whatever insult I have offered to You in jest, in sport or in repose, in conversation or at the banquet, alone or in a multitude, I ask Your forgiveness for them all, O You Who are without an equal! ",0.7345157861709595,0.8536962270736694,0.6227784156799316
263,12,3,"  As for those who seek the transcendental Reality, without name, without form, contemplating the Unmanifested, beyond the reach of thought and of feeling, ","  But those who worship the Imperishable, the indefinable, the Unmanifest, the  Omnipresent, the Unthinkable, the Rock-seated, the Immovable, the  Unchanging,   "," Those who worship Me as the Indestructible, the Undefinable, the Omnipresent, the Unthinkable, the Primeval, the Immutable and the Eternal; ",0.6420301198959351,0.8765817284584045,0.6353678107261658
265,12,5,"  Yet hazardous and slow is the path to the Unrevealed, difficult for physical creatures to tread. ",  Greater is the travail of those whose mind is fixed on the Unmanifest; for it is  hard for embodied mortals to gain the Unmanifest—Goal.   ," But they who thus fix their attention on the Absolute and Impersonal encounter greater hardships, for it is difficult for those who possess a body to realise Me as without one. ",0.5853224992752075,0.800773024559021,0.6562676429748535
268,12,8,"  Still your mind in me, still your intellect in me, and without doubt you will be united with me forever. ","  On Me set your mind, on Me rest your conviction; thus without doubt shall you  remain only in Me hereafter.   "," Then let your mind cling only to Me, let your intellect abide in Me; and without doubt you shall live hereafter in Me alone. ",0.6868160367012024,0.8583934307098389,0.5722643136978149
282,15,2,"  Nourished by the gunas, the limbs of this tree spread above and below. Sense objects grow on the limbs as buds; the roots hanging down bind us to action in this world. ","  Above all and below its branches spread, blossoming because of the gunas,  having for their shoots the sense-objects; deep down in the world of men are  ramified its roots, in the shape of the consequences of action.   "," Its branches shoot upwards and downwards, deriving their nourishment from the Qualities; its buds are the objects of sense; and its roots, which follow the Law causing man’s regeneration and degeneration, pierce downwards into the soil. ",0.6138137578964233,0.6620951890945435,0.6826234459877014
287,15,7,"  An eternal part of me enters into the world, assuming the powers of action and perception and a mind made of prakriti. ","  As part indeed of Myself which has been the eternal Jiva(the Vital Essence) in this world of life,  attracts the mind and the five senses from their place in prakriti.   "," It is only a very small part of My Eternal Self, which is the life of the universe, drawing round itself the six senses, the mind the last, which have their source in Nature. ",0.7250374555587769,0.5384028553962708,0.4931605458259583
291,15,11,"  Those who strive resolutely on the path of yoga see the Self within. The thoughtless, who strive imperfectly, do not. ","  Yogins who strive see Him seated in themselves; the witless ones who have  not cleansed themselves to see Him not, even though they strive.   "," The saints with great effort find Him within themselves; but not the unintelligent, who in spite of every effort cannot control their minds. ",0.7328999042510986,0.8080970048904419,0.6864359378814697
306,16,6,"  Some people have divine tendencies, others demonic. I have described the divine at length, Arjuna; now listen while I describe the demonic. ","  There are two orders of created beings in this world—the divine and the  devilish; the divine order has been described in detail, hear from Me now of the  devilish, O Arjuna.   ", All beings are of two classes: Godly and godless. The Godly I have described; I will now describe the other. ,0.8051437735557556,0.6988940238952637,0.5500278472900391
322,16,22," Those who escape from these three gates of darkness, Arjuna, seek what is best and attain lifes supreme goal. ","  The man who escapes these three gates of Darkness, O Arjuna, works out  his welfare and from there reaches the highest state.   "," These are the gates which lead to darkness; if a man avoid them he will ensure his own welfare, and in the end will attain his liberation. ",0.7461679577827454,0.5453836917877197,0.6676747798919678
326,17,2,"  KRISHNA  Every creature is born with faith of some kind, either sattvic, rajasic, or tamasic. Listen, and I will describe each to you. ","  Threefold is the faith of men, an expression of their nature in each case; it is  sattvika, rajas or tamasa. Hear you of it.   "," Lord Shri Krishna replied: Man has an inherent faith in one or another of the Qualities – Purity, Passion and Ignorance. Now listen. ",0.6276770830154419,0.6983119249343872,0.5677593946456909
