,verse
41,"  The ignorant, revelling in the letter of the Vedas, declare that there is  nothing else; carnally-minded, holding heaven to be their goal, they utter  swelling words which promise birth as the fruit of action and which dwell on  the many and varied rites to be performed for the sake of pleasure and power;  intent, as they are, on pleasure and power their swelling words rob them of  their wits, and they have no settled attitude which can be centered on the  supreme goal.   "
42,"  The ignorant, revelling in the letter of the Vedas, declare that there is  nothing else; carnally-minded, holding heaven to be their goal, they utter  swelling words which promise birth as the fruit of action and which dwell on  the many and varied rites to be performed for the sake of pleasure and power;  intent, as they are, on pleasure and power their swelling words rob them of  their wits, and they have no settled attitude which can be centered on the  supreme goal.  "
43,"  The ignorant, revelling in the letter of the Vedas, declare that there is  nothing else; carnally-minded, holding heaven to be their goal, they utter  swelling words which promise birth as the fruit of action and which dwell on  the many and varied rites to be performed for the sake of pleasure and power;  intent, as they are, on pleasure and power their swelling words rob them of  their wits, and they have no settled attitude which can be centered on the  supreme goal.   "
44,"  The Vedas have as their domain the three gunas; eschew them, O Arjuna.  Free yourself from the pairs of opposites, abide in eternal truth, scorn to gain or  guard anything, remain the master of your soul.   "
45,"  To the extent that a well is of use when there is a flood of water on all sides,  to the same extent are all the Vedas of use to an enlightened Brahmana.   "
46,"  Action alone is your province, never the fruits thereof; let not your motive be  the fruit of action, nor should you desire to avoid action.   "
47,"  Act you, O Arjuna, without attachment, steadfast in Yoga,  even-minded in success and failure. Even-mindedness is Yoga.   "
48,"  For action, O Arjuna, is far inferior to unattached action; seek refuge in  the attitude of detached action. Pitiable are those who make fruit their motive.   "
49,"  Here in this world a man gifted with that attitude of detachment escapes the  fruit of both good and evil deeds. Gird yourself up for Yoga, therefore. Yoga is  skill in action.   "
50,"  For sages, gifted with the attitude of detachment, who renounce the fruit of  action, are released from the bondage of birth and attain to the state which is  free from all ills.   "
51,"  When your understanding will have passed through the slough of delusion,  then will you be indifferent alike to what you have heard and will hear.   "
52,"  When your understanding, distracted by much hearing, will rest steadfast  and unmoved in concentration, then will you attain Yoga.  Arjuna Said:   "
53,"  What, O Krishna, is the mark of the man whose understanding is secure,  whose mind is fixed in concentration? How does he talk? How sit? How move.  The Lord Said:   "
54,"  When a man puts away, O partha, all the cravings that arise in the mind and  finds comfort for himself only from soul, then he is called the man of secure  understanding.    "
55,"  Whose mind is untroubled in sorrows and longs not for joys, who is free  from passion, fear and wrath—he is called the ascetic of secure understanding.   "
56,"  Who owns attachment nowhere, who feels neither joy nor resentment  whether good or bad comes his way—that man's understanding is secure.   "
57,"  And when, like the tortoise drawing in its limbs from every side, this man  draws in his senses from their objects, his understanding is secure.   "
58,"  When a man starves his senses, the objects of those senses disappear from  him, but not the yearning for them; the yearning too departs when he beholds  the Supreme.    "
59,"  For, in spite of the wise man's endeavour, O Arjuna, the unruly senses  distract his mind perforce.   "
60,"  Holding all these in check, the yogi should sit intent on Me; for he whose  senses are under control is secure of understanding.   "
61,"  In a man brooding on objects of the senses, attachment to them springs up;  attachment begets craving and craving begets wrath.   "
62,"  Wrath breeds stupefaction, stupefaction leads to loss of memory, loss of  memory ruins the reason, and the ruin of reason spells utter destruction.   "
63,"  But the disciplined soul, moving among sense-objects with the senses  weaned from likes and dislikes and brought under the control of soul, attains  peace of mind.    "
64,"  Peace of mind means the end to all ills, for the understanding of him whose  mind is at peace stands secure.   "
65,"  The undisciplined man has neither understanding nor devotion; for him  who has no devotion there is no peace, and for him who has no peace where  happiness?   "
66,"  For when his mind runs after any of the roaming senses, it sweeps away his  understanding, as the wind a vessel upon the waters.   "
67,"  Therefore, O Arjuna, he, whose senses are reined in on all sides from  their objects, is the man of secure understanding.   "
68,"  When it is night for all other beings, the disciplined soul is awake; when all  other beings are awake, it is night for the seeing ascetic.    "
69,"  He in whom all longings subside, even as the waters subside in the ocean  which, though ever being filled by them, never overflows—that man finds  peace; not he who cherishes longing.   "
70,"  The man who sheds all longing and moves without concern, free from the  sense of ‘I' and ‘Mine'—he attains peace.   "
71,"  This is the state, O partha, of the man who rests in Brahman; having attained  to it, he is not deluded. He who abides in this state even at the hour of death  passes into oneness with Brahman. "
